EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Infectología;Medicina;90901
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Infectología ;Medicina;19045
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Hepatología;Medicina;4347
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Endocrinología;Medicina;7991
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Endocrinología ;Medicina;2369
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Nefrología;Medicina;10340
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Nefrología ;Medicina;1208
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Reumatología;Medicina;1698
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Reumatología ;Medicina;551
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neurología;Medicina;9546
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neurología ;Medicina;445
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Adolescencia;Medicina;4562
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Adolescencia ;Medicina;2669
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neumotisiología;Medicina;6332
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neumotisiología ;Medicina;947
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Oncología;Medicina;1362
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Alergia;Medicina;2371
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cesación Tabáquica;Medicina;468
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cesación Tabáquica ;Medicina;491
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Geriatría ;Medicina;795
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Subtotal Medicina;Medicina;228633
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cirugía General;Cirugia;6582
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cirugía General ;Cirugia;28
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cirugía Plástica;Cirugia;1550
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Ginecología;Cirugia;10554
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Ginecología ;Cirugia;4329
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Urología;Cirugia;1400
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Ortopedia Y Traumatología;Cirugia;6687
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;\nOrtopedia Y Traumatología ;Cirugia;3348
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Columna Vertebral;Cirugia;2511
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Oftalmología;Cirugia;3800
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Oftalmología ;Cirugia;1803
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Otorrinolaringología;Cirugia;6414
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Otorrinolaringología ;Cirugia;1891
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neurocirugía;Cirugia;1173
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Vascular Periférico;Cirugia;875
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cicatrización Y Cuidado Heridas Crónicas ;Cirugia;1185
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Cirugía Cardiovascular;Cirugia;1459
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Transplante Renal;Cirugia;2043
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Transplante Renal ;Cirugia;669
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Transplante Cardíaco;Cirugia;1946
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Transplante Hepático;Cirugia;2648
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Subtotal Cirugia;Cirugia;62895
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Pediatría;Pediatria;7232
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Pediatría ;Pediatria;3355
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Neonatología;Pediatria;5199
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Subtotal Pediatria;Pediatria;15786
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Obstetricia;Tocoginecologia;8620
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2016;Obstetricia ;Tocoginecologia;2352
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Neurocirugía;Cirugia;601
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Subtotal Cirugia;Cirugia;109521
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Pediatría;Pediatria;1363
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Oftalmología Pediátrica;Pediatria;4072
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Subtotal Pediatria;Pediatria;5435
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Guardia Médica;Urgencia;591681
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Subtotal Urgencia;Urgencia;591681
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2015;Total Hospital;Urgencia;719076
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Cardiología;Medicina;1457
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Clínica Médica;Medicina;3043
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Neurología;Medicina;2235
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Infecciosas;Medicina;3506
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Subtotal Medicina;Medicina;10241
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Cirugía;Cirugia;522
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Urología;Cirugia;230
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Subtotal Cirugia;Cirugia;752
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Guardia Del Día;Urgencia;20140
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Subtotal Urgencia;Urgencia;20140
HOSPITAL DE SALUD MENTAL J. BORDA;2015;Total Hospital;Urgencia;31133
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Dermatología;Medicina;1647
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Cardiología;Medicina;4414
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Clínica Médica;Medicina;11720
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Endocrinología;Medicina;2312
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Neurología;Medicina;1985
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Infectología;Medicina;809
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Subtotal Medicina;Medicina;22887
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Traumatología;Cirugia;1161
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Oftalmología;Cirugia;1683
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Ginecología;Cirugia;3196
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Cirugía;Cirugia;3862
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Subtotal Cirugia;Cirugia;9902
HOSPITAL DE SALUD MENTAL B. MOYANO;2015;Total Hospital;Cirugia;32789
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Pediatría;Pediatria;2767
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Neurología;Pediatria;1391
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Subtotal Pediatria;Pediatria;4158
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Urgencia;Urgencia;15816
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Subtotal Urgencia;Urgencia;15816
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2015;Total Hospital;Urgencia;19974
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2015;Clínica Médica;Medicina;1288
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2015;Subtotal Medicina;Medicina;1288
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2015;Emergencia;Urgencia;22684
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2015;Subtotal Urgencia;Urgencia;22684
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2015;Total Hospital;Urgencia;23972
HOSPITAL DE REHABILITACION M. ROCCA;2015;Fisiatría;Medicina;4858
HOSPITAL DE REHABILITACION M. ROCCA;2015;Fisiatría ;Medicina;692
HOSPITAL DE REHABILITACION M. ROCCA;2015;Clínica Médica;Medicina;3755
HOSPITAL DE REHABILITACION M. ROCCA;2015;Clínica Estética;Medicina;4061
HOSPITAL DE REHABILITACION M. ROCCA;2015;Cardiología;Medicina;2954
HOSPITAL DE REHABILITACION M. ROCCA;2015;Orientación;Medicina;2283
HOSPITAL DE REHABILITACION M. ROCCA;2015;Reumatología;Medicina;3045
HOSPITAL DE REHABILITACION M. ROCCA;2015;Cesación Tabáquica;Medicina;238
HOSPITAL DE REHABILITACION M. ROCCA;2015;Subtotal Medicina;Medicina;21886
HOSPITAL DE REHABILITACION M. ROCCA;2015;Ortopedia Y Traumatología;Cirugia;4922
HOSPITAL DE REHABILITACION M. ROCCA;2015;Ortopedia Y Traumatología ;Cirugia;1425
HOSPITAL DE REHABILITACION M. ROCCA;2015;Cirugía Plástica;Cirugia;883
HOSPITAL DE REHABILITACION M. ROCCA;2015;Oftalmología;Cirugia;1437
HOSPITAL DE REHABILITACION M. ROCCA;2015;Otorrinolaringología;Cirugia;8450
HOSPITAL DE REHABILITACION M. ROCCA;2015;Urología;Cirugia;1574
HOSPITAL DE REHABILITACION M. ROCCA;2015;Urología ;Cirugia;716
HOSPITAL DE REHABILITACION M. ROCCA;2015;Subtotal Cirugia;Cirugia;19407
HOSPITAL DE REHABILITACION M. ROCCA;2015;Pediatría;Pediatria;4259
HOSPITAL DE REHABILITACION M. ROCCA;2015;Subtotal Pediatria;Pediatria;4259
HOSPITAL DE REHABILITACION M. ROCCA;2015;Guardia Del Día;Urgencia;7349
HOSPITAL DE REHABILITACION M. ROCCA;2015;Subtotal Urgencia;Urgencia;7349
HOSPITAL DE REHABILITACION M. ROCCA;2015;Promoción Y Protección;Promocion Y Proteccion;1505
HOSPITAL DE REHABILITACION M. ROCCA;2015;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;1505
HOSPITAL DE REHABILITACION M. ROCCA;2015;Total Hospital;Promocion Y Proteccion;54406
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Cardiología;Medicina;620
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Fisiatría;Medicina;5613
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Fisiatría ;Medicina;1130
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Clínica Médica ;Medicina;932
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Neurología;Medicina;497
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Reumatología;Medicina;6042
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Fisiatría ;Medicina;495
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Reumatología ;Medicina;1343
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Infectología ;Medicina;408
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Neumonología ;Medicina;576
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Subtotal Medicina;Medicina;17656
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Ortopedia;Cirugia;6517
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Cirugía Plástica ;Cirugia;933
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Oftalmología;Cirugia;945
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Urología ;Cirugia;1006
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Subtotal Cirugia;Cirugia;9401
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Pediatría;Pediatria;250
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Subtotal Pediatria;Pediatria;250
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Guardia Del Día;Urgencia;3199
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Subtotal Urgencia;Urgencia;3199
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2015;Total Hospital;Urgencia;30506
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Neumonología;Medicina;10604
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Neumonología ;Medicina;6189
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Tabaquismo;Medicina;12
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Miastenia Gravis;Medicina;217
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Miastenia Gravis ;Medicina;652
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Cardiología;Medicina;2055
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Cardiología ;Medicina;496
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Oncología;Medicina;1009
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Enfermedades Pulmonares Intersticiales Difusas ;Medicina;1268
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Cesación Tabáquica;Medicina;172
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Subtotal Medicina;Medicina;22674
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Cirugía Cardiovascular Y Torácica;Cirugia;891
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Subtotal Cirugia;Cirugia;891
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Neumonología;Pediatria;662
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Neumonología ;Pediatria;2353
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Subtotal Pediatria;Pediatria;3015
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Guardia;Urgencia;17331
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Subtotal Urgencia;Urgencia;17331
HOSPITAL DE REHABILITACION RESPIRATORIA M. FERRER;2015;Total Hospital;Urgencia;43911
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Clínica Médica ;Medicina;2237
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Clínica Médica;Medicina;6017
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Alergia E Inmunidad;Medicina;2321
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Gastroenterología;Medicina;4028
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2016;Oncología;Medicina;5063
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Neurología ;Medicina;2435
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Infectología ;Medicina;2105
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Inmunocomprometidos Por Sida ;Medicina;12702
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Hematología;Medicina;12979
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Hematología ;Medicina;2128
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Hepatología ;Medicina;3863
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cardiología;Medicina;9765
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cardiología ;Medicina;3880
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Alergia;Medicina;7562
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Alergia ;Medicina;1893
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Nutrición;Medicina;7087
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Nutrición ;Medicina;1686
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Gastroenterología;Medicina;7041
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Gastroenterología ;Medicina;1121
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Nefrología;Medicina;2148
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Terapia Radiante;Medicina;4360
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Endocrinología;Medicina;32274
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Endocrinología ;Medicina;3913
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Geriatría;Medicina;1325
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Tisiología;Medicina;3613
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Tisiología ;Medicina;1335
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Reumatología Y Colagenopatías ;Medicina;13232
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cuidados Paliativos ;Medicina;637
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cesación Tabáquica;Medicina;6063
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Medicina;Medicina;217041
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cirugía General;n Cirugia;3036
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cirugía General ;n Cirugia;1177
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cirugía Cardiovascular;n Cirugia;1759
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Otorrinolaringología;n Cirugia;7223
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Ginecología;n Cirugia;13096
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Ginecología ;n Cirugia;3938
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Urología;n Cirugia;3331
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Urología ;n Cirugia;1972
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Ortopedia Y Traumatología;n Cirugia;6862
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Ortopedia Y Traumatología ;n Cirugia;1323
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Oftalmología;n Cirugia;7751
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Oftalmología ;n Cirugia;1120
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cirugía Plástica;n Cirugia;8272
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Neurocirugía;n Cirugia;1534
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cirugía De Mano ;n Cirugia;330
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Cirugia;n Cirugia;62724
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Pediatría;Pediatria;15181
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Pediatría ;Pediatria;12571
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Adolescencia;Pediatria;4502
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Pediatria;Pediatria;32254
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Obstetricia;Tocoginecologia;7624
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Obstetricia ;Tocoginecologia;3851
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Tocoginecologia;Tocoginecologia;11475
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Guardia Del Día;Urgencia;67064
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Urgencia;Urgencia;67064
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Promoción Y Protección;Promocion Y Proteccion;151413
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;151413
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Area Salud Escolar;Areas;11063
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Area Salud Comunitaria;Areas;1251
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Area Epidemiología;Areas;528
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Area Inmunizaciones;Areas;8359
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Areas;Areas;21201
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cobertura Porteña ;a;7529
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cobertura Porteña ;a;4658
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cobertura Porteña ;a;2998
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Cobertura Porteña;a;15185
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cesac N° 11;n Centros De Salud;14074
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Cesac NÂº;n Centros De Salud;8743
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Subtotal Centros De Salud;n Centros De Salud;22817
HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;2015;Total Hospital;n Centros De Salud;601174
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Clínica Médica;Medicina;17390
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Alergia;Medicina;4831
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Cardiología;Medicina;10582
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Hipertensión Arterial ;Medicina;3721
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Arritmias;Medicina;826
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Dermatología;Medicina;6056
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Endocrinología;Medicina;7158
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Neurología;Medicina;5227
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Nutrición;Medicina;3040
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Reumatología;Medicina;7903
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Nefrología;Medicina;341
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Oncología;Medicina;1433
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Telecobaltoterapia;Medicina;425
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Gastroenterología;Medicina;3167
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Cesación Tabáquica;Medicina;339
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Obesidad ;Medicina;2736
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Subtotal Medicina;Medicina;75175
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Cirugía General;Cirugia;3031
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Cirugía Cardiovascular;Cirugia;521
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Cirugía Plástica;Cirugia;1111
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Ginecología;Cirugia;7555
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Ginecología Endocrina;Cirugia;508
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Climaterio;Cirugia;1257
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Esterilidad;Cirugia;2323
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Patología Cervical;Cirugia;6719
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Patología Mamaria;Cirugia;3631
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Urolitiasis;Cirugia;255
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Urología;Cirugia;3544
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Urodinamia;Cirugia;227
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Urología Oncológica;Cirugia;414
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Proctología;Cirugia;997
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Ortopedia Y Traumatología;Cirugia;9677
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Otorrinolaringología;Cirugia;6419
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Oftalmología;Cirugia;9769
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Neurocirugía;Cirugia;409
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Subtotal Cirugia;Cirugia;58367
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Pediatría;n Pediatria;14950
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Adolescencia;n Pediatria;2990
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Subtotal Pediatria;n Pediatria;17940
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Obstetricia;Tocoginecologia;11769
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Planificación Familiar;Tocoginecologia;3775
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Subtotal Tocoginecologia;Tocoginecologia;15544
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Coordinación De Emergencias;Urgencia;92836
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Subtotal Urgencia;Urgencia;92836
HOSPITAL GENERAL DE AGUDOS B. RIVADAVIA;2015;Medicina Preventiva;Promocion Y Proteccion;5383
