SERVICIO;ESPECIALIDADES;ING;PASES_A;ING_PASES;ALTAS;DEF;TOTAL;PASES_B;EGR_PASES;DIAS_CAMAS_DISP;PAC_DIA;PROMEDIO_CAMAS_DISP;PROMEDIO_PAC_DIA;PORCENTAJE_OCUP;PROMEDIO_PERM;GIRO;TASA_MORT_HOSP;ANIO;SK_ID_EFECTOR;NOM_EFECTOR_BADATA;OBSERVACIONES
Medicina;Terapia Prolongada;842;61;903;727;18;745;158;903;3064;2195;8;39;6;1;71;64;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Terapia Intermedia;569;267;836;659;26;685;151;836;7547;6219;20;68;17;4;82;40;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Subtotal Medicina;1411;328;1739;1386;44;1430;309;1739;10611;8414;29;7;23;5;79;30;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Terapia Intensiva;130;230;360;65;46;111;249;360;2878;2163;7;88;5;93;75;16;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Subtotal Urgencia;130;230;360;65;46;111;249;360;2878;2163;7;88;5;93;75;16;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Total Hospital;1541;558;2099;1451;90;1541;558;2099;13489;10577;36;96;28;98;78;41;2014;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Cardiología;16;201;217;153;10;163;52;215;3526;1558;966;427;4419;725;2226;465;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Clínica Médica;241;992;1233;983;121;1104;129;1233;22145;18631;6067;5104;8413;1511;2032;981;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Neurología;4;16;20;16;1;17;4;21;365;276;1;76;7562;1314;21;476;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Psicopatologia Y Salud Mental;15;60;75;69;0;69;6;75;7608;7055;2084;1933;9273;9407;36;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Unidad Coronaria;38;183;221;77;26;103;123;226;2190;1413;6;387;6452;625;3767;115;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Subtotal Medicina;314;1452;1766;1298;158;1456;314;1770;35834;28933;9818;7927;8074;1635;1803;893;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Cirugía General;537;589;1126;967;8;975;153;1128;11411;7603;3126;2083;6663;674;3608;71;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ginecología;173;41;214;206;0;206;9;215;1460;1247;4;342;8541;58;5375;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ortopedia Y Traumatología;240;216;456;383;8;391;69;460;8030;5321;22;1458;6626;1157;2091;174;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Urología;74;35;109;82;1;83;25;108;731;466;2;128;6375;431;5393;93;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Subtotal Cirugia;1024;881;1905;1638;17;1655;256;1911;21632;14637;5927;401;6766;766;3224;89;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Recien Nacido Sano;1331;245;1576;1425;0;1425;143;1568;7302;3932;2001;1077;5385;251;7838;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Neonatología;361;141;502;248;7;255;246;501;3656;2228;1002;61;6094;445;5002;14;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Pediatría;1235;6;1241;1242;0;1242;1;1243;9133;3328;2502;912;3644;268;4968;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Subtotal Pediatria;2927;392;3319;2915;7;2922;390;3312;20091;9488;5504;2599;4723;286;6017;21;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Tocoginecologia;Obstetricia;2108;15;2123;2068;0;2068;44;2112;10774;6600;2952;1808;6126;313;7155;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Tocoginecologia;Subtotal Tocoginecologia;2108;15;2123;2068;0;2068;44;2112;10774;6600;2952;1808;6126;313;7155;0;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Guardia Del Día;2720;38;2758;748;149;897;1856;2753;4391;2662;1203;729;6062;97;22884;541;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Terapia Intensiva;10;233;243;14;75;89;151;240;2920;2298;8;63;787;958;30;3125;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Subtotal Urgencia;2730;271;3001;762;224;986;2007;2993;7311;4960;2003;1359;6784;166;14942;748;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Total Hospital;9103;3011;12114;8681;406;9087;3011;12098;95642;64618;26203;17704;6756;711;3468;447;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Cardiología Intervencionista;200;0;200;200;0;200;0;200;450;200;123;55;4444;1;16222;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Cardiología;184;333;517;397;12;409;107;516;8834;7022;242;1924;7949;1361;2132;233;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Clínica Médica;253;425;678;440;69;509;169;678;12410;11342;34;3107;9139;1673;1994;1018;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Unidad Coronaria;215;160;375;48;48;96;280;376;2644;2052;724;562;7761;546;5191;1277;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Subtotal Medicina;852;918;1770;1085;129;1214;556;1770;24338;20616;6668;5648;8471;1165;2654;729;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía General;2894;188;3082;2913;36;2949;149;3098;20075;17502;55;4795;8718;565;5633;116;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía Cardiovascular;179;87;266;154;7;161;104;265;5840;4337;16;1188;7426;1637;1656;264;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ginecología;258;43;301;283;3;286;15;301;4745;4358;13;1194;9184;1448;2315;1;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Neurocirugía;157;107;264;192;6;198;64;262;8395;7280;23;1995;8672;2779;1139;229;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ortopedia Y Traumatología;308;86;394;356;8;364;31;395;7937;6433;2175;1762;8105;1629;1816;203;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Urología;308;39;347;318;0;318;30;348;3285;3206;9;878;976;921;3867;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Trasplante Renal;421;74;495;423;5;428;63;491;7057;5084;1933;1393;7204;1035;254;102;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Subtotal Cirugia;4525;624;5149;4639;65;4704;456;5160;57334;48200;15708;13205;8407;934;3285;126;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Recien Nacido Sano;1854;211;2065;1927;0;1927;133;2060;13505;5556;37;1522;4114;27;5568;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Neonatología;585;132;717;488;14;502;214;716;9855;6106;27;1673;6196;853;2652;196;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Pediatría;503;13;516;515;0;515;2;517;6570;3238;18;887;4928;626;2872;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Subtotal Pediatria;2942;356;3298;2930;14;2944;349;3293;29930;14900;82;4082;4978;452;4016;43;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Tocoginecologia;Obstetricia;2960;54;3014;2941;0;2941;67;3008;13538;10745;3709;2944;7937;357;811;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Tocoginecologia;Subtotal Tocoginecologia;2960;54;3014;2941;0;2941;67;3008;13538;10745;3709;2944;7937;357;811;0;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Guardia Del Día;1536;19;1555;757;208;965;593;1558;8534;8534;2338;2338;100;548;6664;1335;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Terapia Intensiva;130;613;743;49;126;175;563;738;7877;6806;2158;1865;864;922;342;1707;2015;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Clínica Médica;318;48;366;279;47;326;41;367;5572;4700;1527;1288;8435;1281;2404;1281;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Medicina;Subtotal Medicina;361;80;441;346;50;396;48;444;6406;5288;1755;1449;8255;1191;253;1126;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Cirugia;Cirugía General;611;55;666;611;6;617;48;665;4432;3094;1214;848;6981;465;5477;9;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Cirugia;Ginecología;94;4;98;95;0;95;3;98;690;263;189;72;3812;268;5184;0;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Cirugia;Oftalmología;323;;;;;;;;;;88;;;;;;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Cirugia;Ortopedia Y Traumatología;265;17;282;245;15;260;17;277;4061;4033;1113;1105;9931;1456;249;542;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Cirugia;Subtotal Cirugia;970;76;1046;951;21;972;68;1040;9506;7390;2604;2025;7774;711;3993;202;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Pediatria;Recien Nacido Sano;708;361;1069;944;0;944;122;1066;6643;2594;182;711;3905;243;5857;0;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Pediatria;Neonatología;710;121;831;466;2;468;365;833;3212;2724;88;746;8481;327;9466;24;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Pediatria;Pediatría;631;23;654;645;0;645;11;656;5091;2111;1395;578;4147;322;4703;0;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Pediatria;Subtotal Pediatria;2049;505;2554;2055;2;2057;498;2555;14946;7429;4095;2035;4971;291;624;8;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Tocoginecologia;Obstetricia;1562;7;1569;1552;0;1552;16;1568;7698;4590;2109;1258;5963;293;7435;0;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Tocoginecologia;Subtotal Tocoginecologia;1562;7;1569;1552;0;1552;16;1568;7698;4590;2109;1258;5963;293;7435;0;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Urgencia;Terapia Intensiva;111;79;190;13;57;70;117;187;2389;2278;655;624;9535;1218;2857;3048;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Urgencia;Subtotal Urgencia;111;79;190;13;57;70;117;187;2389;2278;655;624;9535;1218;2857;3048;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Urgencia;Total Hospital;5053;747;5800;4917;130;5047;747;5794;40945;26975;11218;739;6588;534;4499;258;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2120;HOSPITAL GENERAL DE AGUDOS D. VELEZ SARSFIELD;
Medicina;Unidad Coronaria;148;30;178;97;8;105;72;177;1825;1401;5;384;7677;792;354;452;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Medicina;Subtotal Medicina;148;30;178;97;8;105;72;177;1825;1401;5;384;7677;792;354;452;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Pediatria;Adolescencia;99;0;99;107;0;107;0;107;2222;1255;609;344;5648;1173;1758;0;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Pediatria;Pediatría;346;0;346;350;0;350;0;350;4441;3628;1217;994;8169;1037;2877;0;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Pediatria;Subtotal Pediatria;445;0;445;457;0;457;0;457;6663;4883;1825;1338;7329;1068;2503;0;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Urgencia;Terapia Intermedia;952;369;1321;1215;26;1241;82;1323;10950;6184;30;1694;5647;467;441;197;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Urgencia;Terapia Intensiva;84;99;183;14;47;61;122;183;2190;1719;6;471;7849;939;305;2568;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Urgencia;Subtotal Urgencia;1036;468;1504;1229;73;1302;204;1506;13140;7903;36;2165;6014;525;4183;485;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Area Indiferenciada;Area Indiferenciada - Cuidados Alejados;1585;348;1933;1184;172;1356;570;1926;17100;12414;4685;3401;726;645;4111;893;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Area Indiferenciada;Subtotal Area Indiferenciada;1585;348;1933;1184;172;1356;570;1926;17100;12414;4685;3401;726;645;4111;893;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Area Indiferenciada;Total Hospital;3214;846;4060;2967;253;3220;846;4066;38728;26601;1061;7288;6869;826;3035;786;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2118;HOSPITAL GENERAL DE AGUDOS A. ZUBIZARRETA;
Medicina;Psicopatologia Y Salud Mental;35;2;37;37;0;37;1;38;3587;1975;983;541;5506;5197;387;0;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Medicina;Subtotal Medicina;35;2;37;37;0;37;1;38;3587;1975;983;541;5506;5197;387;0;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 1;654;278;932;890;1;891;36;927;8872;7295;2431;1999;8222;787;3814;11;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 2;617;237;854;798;1;799;52;851;7868;6749;2156;1849;8578;793;3948;12;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 3 A;235;147;382;331;2;333;50;383;3496;2603;958;713;7446;68;3999;52;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 3 B - Presión Negativa;245;106;351;289;0;289;68;357;4892;3522;134;965;72;987;2664;0;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 4;773;341;1114;1066;0;1066;50;1116;8440;7165;2312;1963;8489;642;4826;0;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 5;649;292;941;883;2;885;52;937;8188;6765;2243;1853;8262;722;4177;21;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 6 A;520;121;641;569;3;572;70;642;4544;2940;1245;805;647;458;5157;47;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 6 B - Presión Positiva;229;46;275;227;2;229;48;277;3127;1742;857;477;5571;629;3233;72;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Sector 7;1943;173;2116;1992;1;1993;124;2117;9474;6479;2596;1775;6839;306;8156;5;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Genereales - Area Indiferenciada;Subtotal Cuidados Genereales - Area Indiferenciada;5865;1741;7606;7045;12;7057;550;7607;58901;45260;16137;124;7684;595;4714;16;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Neonatología Alta Complejidad;96;29;125;18;20;38;88;126;4274;2363;1171;647;5529;1875;1076;1587;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Neonatología Mediana Complejidad;143;82;225;199;1;200;27;227;4204;2486;1152;681;5913;1095;1971;44;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cuidados Intermedios;91;128;219;80;5;85;134;219;2920;2113;8;579;7236;965;2738;228;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cuidados Intensivos;115;157;272;11;25;36;237;273;4015;2201;11;603;5482;806;2482;916;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Cirugía Cardiovascular;88;34;122;91;17;108;16;124;3071;1541;841;422;5018;1243;1474;1371;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Guardia;2602;3;2605;1481;0;1481;1123;2604;3029;2832;83;776;935;109;31379;0;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Subtotal Cuidados Especiales;3135;433;3568;1880;68;1948;1625;3573;21513;13536;5894;3708;6292;379;6062;19;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Cuidados Especiales;Total Hospital;9035;2176;11211;8962;80;9042;2176;11218;84001;60771;23014;1665;7235;672;3929;88;2015;2172;HOSPITAL GENERAL DE NIÑOS PEDRO DE ELIZALDE;
Medicina;Subtotal Medicina;3031;769;3800;2783;192;2975;796;3771;92416;63134;25319;17297;6832;1674;1489;509;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Cirugía General;630;114;744;619;12;631;113;744;7376;3761;2021;103;5099;506;3682;161;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Subtotal Cirugia;630;114;744;619;12;631;113;744;7376;3761;2021;103;5099;506;3682;161;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Infecciosas Pediatría;454;11;465;457;0;457;10;467;12090;5121;3312;1403;4236;1097;141;0;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Subtotal Pediatria;454;11;465;457;0;457;10;467;12090;5121;3312;1403;4236;1097;141;0;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Terapia Intensiva;119;176;295;28;113;141;152;293;3098;2016;849;552;6507;688;3452;3857;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Observación ;12;23;35;7;10;17;22;39;391;243;107;67;6215;623;3641;2564;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Subtotal Urgencia;131;199;330;35;123;158;174;332;3489;2259;956;619;6475;68;3473;3705;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Total Hospital;4246;1093;5339;3894;327;4221;1093;5314;115371;74275;31608;20349;6438;176;1335;775;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Curieterapia;70;1;71;70;0;70;2;72;1067;205;292;56;1921;285;2463;0;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Medicina;1645;9;1654;1221;407;1628;21;1649;19235;16966;527;4648;882;1029;3129;2468;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Subtotal Medicina;1715;10;1725;1291;407;1698;23;1721;20302;17171;5562;4704;8458;998;3094;2365;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía General;767;20;787;759;24;783;7;790;9687;3400;2654;932;351;43;2977;304;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Subtotal Cirugia;767;20;787;759;24;783;7;790;9687;3400;2654;932;351;43;2977;304;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Total Hospital;2482;30;2512;2050;431;2481;30;2511;29989;20571;8216;5636;686;829;302;1737;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía Plástica;517;4;521;519;0;519;2;521;2358;715;646;196;3032;137;8065;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Cirugía Plástica Y Reparadora - niÃ±os;47;0;47;46;0;46;1;47;210;67;58;18;319;143;8169;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados ;14;134;148;89;2;91;56;147;3677;3071;1007;841;8352;2089;1459;136;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados ;0;16;16;5;0;5;9;14;330;285;9;78;8636;2036;1548;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados - Cuidados Generales - Adultos;72;150;222;198;2;200;28;228;5113;3198;1401;876;6255;1403;1628;88;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Subtotal Cirugia;650;304;954;857;4;861;96;957;11688;7336;3202;201;6277;767;2989;42;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados ;56;246;302;128;0;128;171;299;4670;3136;1279;859;6715;1049;2337;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados - Cuidados Generales - Pediatría;50;187;237;230;0;230;7;237;2896;2091;793;573;722;882;2987;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados - Cuidados Intemedios - Pediatría;10;27;37;21;0;21;19;40;420;273;;;;;;;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Subtotal Pediatria;116;460;576;379;0;379;197;576;7986;5500;2188;1507;6887;955;2633;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Guardia;559;1;560;21;2;23;537;560;1095;113;3;31;1032;2;18667;36;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Quemados Cuidados Intensivos - Adultos;0;81;81;2;32;34;47;81;2182;1437;598;394;6586;1774;1355;3951;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Terapia Intensiva;3;66;69;32;1;33;35;68;2194;1312;601;359;598;1929;1131;147;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Subtotal Urgencia;562;148;710;55;35;90;619;709;5471;2862;1499;784;5231;404;473;494;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Cirugia De Corta Estadia;4;0;4;4;0;4;0;4;4;4;1;1;100;1;365;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Subtotal Internacion De Corta Estadia;4;0;4;4;0;4;0;4;4;4;1;1;100;1;365;0;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Total Hospital;1332;912;2244;1295;39;1334;912;2246;25149;15702;689;4302;6244;1177;1936;292;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Medicina;Hepatología;10;1;11;5;1;6;7;13;393;379;108;104;9644;2915;1207;769;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Medicina;Clínica Médica;720;192;912;562;79;641;262;903;13870;12737;38;349;9183;1411;2376;875;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Medicina;Subtotal Medicina;730;193;923;567;80;647;269;916;14263;13116;3908;3593;9196;1432;2344;873;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Cirugía;1106;366;1472;1189;17;1206;260;1466;12045;9076;33;2487;7535;619;4442;116;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Subtotal Cirugia;1106;366;1472;1189;17;1206;260;1466;12045;9076;33;2487;7535;619;4442;116;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Terapia Intensiva;98;160;258;4;62;66;190;256;2002;1742;548;477;8701;68;4667;2422;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Subtotal Urgencia;98;160;258;4;62;66;190;256;2002;1742;548;477;8701;68;4667;2422;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Total Hospital;1934;719;2653;1760;159;1919;719;2638;28310;23934;7756;6557;8454;1247;2474;829;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
sticas de Salud - MSGC;Fuente : Movimiento Hospitalario;2015;;;;;;;;;;2015;;;;;;2015;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Oftalmología;3033;0;3033;3034;0;3034;0;3034;7300;3753;20;1028;5141;124;1517;0;2015;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Subtotal Cirugia;3033;0;3033;3034;0;3034;0;3034;7300;3753;20;1028;5141;124;1517;0;2015;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
